method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
GET,/api/pos/wh/barcode/:barcode,modules/compatibility/pos-warehouse-integration.controller.ts,69,findByBarcode,compatibility,"",false,,svc,svc.findByBarcode,true
POST,/api/pos/wh/movements,modules/compatibility/pos-warehouse-integration.controller.ts,77,createMovement,compatibility,"",false,,svc,i18n.t,true
GET,/api/pos/wh/movements,modules/compatibility/pos-warehouse-integration.controller.ts,118,getMovementHistory,compatibility,"",false,,svc,svc.getMovementHistory,true
GET,/api/pos/wh/alerts,modules/compatibility/pos-warehouse-integration.controller.ts,138,getStockAlerts,compatibility,"",false,,stub/dead,svc.getStockAlerts,true
GET,/api/pos/wh/alerts/v2,modules/compatibility/pos-warehouse-integration.controller.ts,148,getStockAlertsV2,compatibility,"",false,,stub/dead,svc.getStockAlerts,true
GET,/api/warehouses,modules/compatibility/resources.controller.ts,35,getAll,compatibility,"",false,,svc,svc.getWarehouses,true
GET,/api/warehouses/:id,modules/compatibility/resources.controller.ts,40,getOne,compatibility,"",false,,svc,svc.getWarehouse,true
POST,/api/warehouses,modules/compatibility/resources.controller.ts,45,create,compatibility,"",false,,svc,svc.createWarehouse,true
PATCH,/api/warehouses/:id,modules/compatibility/resources.controller.ts,51,update,compatibility,"",false,,svc,svc.updateWarehouse,true
DELETE,/api/warehouses/:id,modules/compatibility/resources.controller.ts,56,delete,compatibility,"",false,,svc,svc.deleteWarehouse,true
POST,/api/warehouses/notify-vacancies,modules/compatibility/resources.controller.ts,62,notifyVacancies,compatibility,"",false,,svc,svc.getMaterialCards,true
GET,/api/material-cards,modules/compatibility/resources.controller.ts,82,getAll,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getMaterialCards,true
GET,/api/material-cards/v2,modules/compatibility/resources.controller.ts,91,getAllV2,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getMaterialCards,true
GET,/api/material-cards/:id,modules/compatibility/resources.controller.ts,105,getOne,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getMaterialCard,true
POST,/api/material-cards,modules/compatibility/resources.controller.ts,110,create,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.createMaterialCard,true
GET,/api/org-departments,modules/compatibility/resources.controller.ts,131,getAll,compatibility,"",false,,svc,svc.getOrgDepartments,true
POST,/api/org-departments/notify-vacancies,modules/compatibility/resources.controller.ts,136,notifyVacancies,compatibility,"",false,,real?,,true
GET,/api/org-functions,modules/compatibility/resources.controller.ts,158,getAll,compatibility,"",false,,svc,svc.getOrgFunctions,true
GET,/api/saas/tenants,modules/compatibility/saas.controller.ts,72,getTenants,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getTenants,true
GET,/api/saas/tenants/v2,modules/compatibility/saas.controller.ts,82,getTenantsV2,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getTenants,true
POST,/api/saas/tenants,modules/compatibility/saas.controller.ts,92,createTenant,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.createTenant,true
GET,/api/saas/platform-stats,modules/compatibility/saas.controller.ts,99,getPlatformStats,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getPlatformStats,true
GET,/api/saas/error-logs,modules/compatibility/saas.controller.ts,104,getErrorLogs,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getErrorLogs,true
PATCH,/api/saas/tenants/:id/status,modules/compatibility/saas.controller.ts,109,updateTenantStatus,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateTenantStatus,true
GET,/api/saas/modules,modules/compatibility/saas.controller.ts,115,getModules,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getModules,true
GET,/api/saas/expiry-alerts,modules/compatibility/saas.controller.ts,120,getExpiryAlerts,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getExpiryAlerts,true
GET,/api/saas/tenants/:id,modules/compatibility/saas.controller.ts,125,getTenantById,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getTenantById,true
PUT,/api/saas/tenants/:id,modules/compatibility/saas.controller.ts,130,updateTenant,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateTenant,true
DELETE,/api/saas/tenants/:id,modules/compatibility/saas.controller.ts,136,deleteTenant,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.deleteTenant,true
GET,/api/saas/tenants/:id/modules,modules/compatibility/saas.controller.ts,142,getTenantModules,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.getTenantModules,true
PATCH,/api/saas/tenants/:id/modules,modules/compatibility/saas.controller.ts,147,updateTenantModules,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateTenantModules,true
POST,/api/saas/tenants/:id/onboard,modules/compatibility/saas.controller.ts,153,onboardTenant,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.onboardTenant,true
GET,/api/orders-registry,modules/compatibility/saas.controller.ts,167,listOrders,compatibility,"JwtAuthGuard, RolesGuard",false,'admin','super_admin','manager','director','accountant','sales',svc,svc.listOrders,true
POST,/api/orders-registry,modules/compatibility/saas.controller.ts,173,createOrder,compatibility,"JwtAuthGuard, RolesGuard",false,'admin','super_admin','manager','director','accountant','sales',svc,svc.createOrder,true
GET,/api/guidelines,modules/compatibility/settings-admin.controller.ts,54,getGuidelines,compatibility,"JwtAuthGuard, RolesGuard",false,'super_admin','admin','manager','director',stub/dead,svc.getGuidelines,true
GET,/api/guidelines/v2,modules/compatibility/settings-admin.controller.ts,64,getGuidelinesV2,compatibility,"JwtAuthGuard, RolesGuard",false,'super_admin','admin','manager','director',stub/dead,svc.getGuidelines,true
POST,/api/guidelines,modules/compatibility/settings-admin.controller.ts,75,createGuideline,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.createGuideline,true
PUT,/api/guidelines/:id,modules/compatibility/settings-admin.controller.ts,82,updateGuideline,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateGuideline,true
DELETE,/api/guidelines/:id,modules/compatibility/settings-admin.controller.ts,88,deleteGuideline,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.deleteGuideline,true
GET,/api/contact-settings,modules/compatibility/settings-admin.controller.ts,94,getContactSettings,compatibility,"JwtAuthGuard, RolesGuard",false,'super_admin','admin','manager','director',svc,svc.getContactSettings,true
PUT,/api/contact-settings,modules/compatibility/settings-admin.controller.ts,100,updateContactSettings,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateContactSettings,true
GET,/api/system-settings,modules/compatibility/settings-admin.controller.ts,113,getSystemSettings,compatibility,"JwtAuthGuard, RolesGuard",false,'super_admin','admin','manager','director','cashier','pos_manager',svc,svc.getSystemSettings,true
PUT,/api/system-settings,modules/compatibility/settings-admin.controller.ts,119,updateSystemSettings,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateSystemSettings,true
GET,/api/filters,modules/compatibility/settings-admin.controller.ts,132,getFilters,compatibility,"JwtAuthGuard, RolesGuard",false,'super_admin','admin','manager','director',svc,svc.getFilters,false
POST,/api/filters,modules/compatibility/settings-admin.controller.ts,138,createFilter,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.createFilter,false
PUT,/api/filters/:id,modules/compatibility/settings-admin.controller.ts,145,updateFilter,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.updateFilter,false
DELETE,/api/filters/:id,modules/compatibility/settings-admin.controller.ts,151,deleteFilter,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.deleteFilter,false
GET,/api/succession/career-plans,modules/compatibility/succession-compat.controller.ts,35,getCareerPlans,compatibility,"RolesGuard",false,,stub/dead,svc.getCareerPlans,true
GET,/api/succession/career-plans/v2,modules/compatibility/succession-compat.controller.ts,45,getCareerPlansV2,compatibility,"RolesGuard",false,,stub/dead,svc.getCareerPlans,true
POST,/api/succession/career-plans,modules/compatibility/succession-compat.controller.ts,55,createCareerPlan,compatibility,"RolesGuard",false,,svc,svc.createCareerPlan,true
PUT,/api/succession/career-plans/:id,modules/compatibility/succession-compat.controller.ts,61,updateCareerPlan,compatibility,"RolesGuard",false,,svc,svc.updateCareerPlan,true
GET,/api/succession/talent-pool,modules/compatibility/succession-compat.controller.ts,66,getTalentPool,compatibility,"RolesGuard",false,,svc,svc.getTalentPool,false
POST,/api/succession/talent-pool,modules/compatibility/succession-compat.controller.ts,71,createTalentPoolEntry,compatibility,"RolesGuard",false,,svc,svc.createTalentPoolEntry,false
GET,/api/succession/candidates,modules/compatibility/succession-compat.controller.ts,77,getCandidates,compatibility,"RolesGuard",false,,svc,svc.getTalentPool,true
GET,/api/succession/key-positions,modules/compatibility/succession-compat.controller.ts,82,getKeyPositions,compatibility,"RolesGuard",false,,svc,svc.getKeyPositions,true
GET,/api/succession/risks,modules/compatibility/succession-compat.controller.ts,89,getSuccessionRisks,compatibility,"RolesGuard",false,,svc,svc.getSuccessionRisks,false
GET,/api/succession/readiness-stats,modules/compatibility/succession-compat.controller.ts,95,getReadinessStats,compatibility,"RolesGuard",false,,svc,svc.getReadinessStats,false
GET,/api/telegram/admin/stats,modules/compatibility/telegram-admin.controller.ts,43,getStats,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getStats,true
GET,/api/telegram/admin/users,modules/compatibility/telegram-admin.controller.ts,48,getUsers,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getUsers,true
GET,/api/telegram/admin/users/v2,modules/compatibility/telegram-admin.controller.ts,58,getUsersV2,compatibility,"JwtAuthGuard, RolesGuard",false,,stub/dead,svc.getUsers,true
POST,/api/telegram/admin/broadcast,modules/compatibility/telegram-admin.controller.ts,69,broadcast,compatibility,"JwtAuthGuard, RolesGuard",false,,svc,svc.broadcast,true
GET,/api/users,modules/compatibility/users-compat.controller.ts,36,listUsers,compatibility,"RolesGuard",false,,stub/dead,svc.listUsers,true
GET,/api/users/v2,modules/compatibility/users-compat.controller.ts,48,listUsersV2,compatibility,"RolesGuard",false,,stub/dead,svc.listUsers,true
POST,/api/warehouse/barcode/generate,modules/compatibility/warehouse-barcode-ops.controller.ts,36,generateBarcode,compatibility,"JwtAuthGuard",false,,stub/dead,svc.generateBarcode,true
POST,/api/warehouse/barcode/scan,modules/compatibility/warehouse-barcode-ops.controller.ts,42,scanBarcode,compatibility,"JwtAuthGuard",false,,stub/dead,svc.scanBarcode,true
POST,/api/warehouse/barcode/scan/v2,modules/compatibility/warehouse-barcode-ops.controller.ts,53,scanBarcodeV2,compatibility,"JwtAuthGuard",false,,stub/dead,svc.scanBarcode,true
POST,/api/warehouse/barcode/bulk-generate,modules/compatibility/warehouse-barcode-ops.controller.ts,61,bulkGenerateBarcodes,compatibility,"JwtAuthGuard",false,,svc,svc.bulkGenerateBarcodes,true
GET,/api/warehouse/barcode/print/:id,modules/compatibility/warehouse-barcode-ops.controller.ts,67,getPrintPreview,compatibility,"JwtAuthGuard",false,,svc,svc.getPrintPreview,true
GET,/api/warehouse/materials,modules/compatibility/warehouse-catalog.controller.ts,50,getMaterials,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getMaterials,true
GET,/api/warehouse/materials/v2,modules/compatibility/warehouse-catalog.controller.ts,60,getMaterialsV2,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getMaterials,true
POST,/api/warehouse/materials,modules/compatibility/warehouse-catalog.controller.ts,74,createMaterial,compatibility,"JwtAuthGuard",false,,svc,svc.createMaterial,true
GET,/api/warehouse/batches/stats,modules/compatibility/warehouse-catalog.controller.ts,85,getBatchesStats,compatibility,"JwtAuthGuard",false,,svc,svc.getBatchesStats,true
GET,/api/warehouse/batches,modules/compatibility/warehouse-catalog.controller.ts,90,getBatches,compatibility,"JwtAuthGuard",false,,svc,svc.getBatches,true
POST,/api/warehouse/batches,modules/compatibility/warehouse-catalog.controller.ts,100,createBatch,compatibility,"JwtAuthGuard",false,,svc,svc.createBatch,true
PATCH,/api/warehouse/batches/:id,modules/compatibility/warehouse-catalog.controller.ts,106,updateBatch,compatibility,"JwtAuthGuard",false,,svc,svc.updateBatch,true
POST,/api/warehouse/movements,modules/compatibility/warehouse-catalog.controller.ts,111,createMovement,compatibility,"JwtAuthGuard",false,,real?,,true
POST,/api/warehouse/label/print,modules/compatibility/warehouse-label.controller.ts,36,printLabel,compatibility,"JwtAuthGuard",false,,svc,svc.printLabel,true
GET,/api/warehouse/label/batches,modules/compatibility/warehouse-label.controller.ts,42,getLabelBatches,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getLabelBatches,false
GET,/api/warehouse/label/batches/v2,modules/compatibility/warehouse-label.controller.ts,55,getLabelBatchesV2,compatibility,"JwtAuthGuard",false,,stub/dead,svc.getLabelBatches,false
GET,/api/warehouse/label/history,modules/compatibility/warehouse-label.controller.ts,68,getPrintHistory,compatibility,"JwtAuthGuard",false,,svc,svc.getPrintHistory,false
PATCH,/api/warehouse/label/batches/:id/status,modules/compatibility/warehouse-label.controller.ts,76,updateBatchStatus,compatibility,"JwtAuthGuard",false,,svc,svc.updateBatchStatus,false
POST,/api/warehouse/label/print-job,modules/compatibility/warehouse-label.controller.ts,84,createLabelPrintJob,compatibility,"JwtAuthGuard",false,,svc,svc.createLabelPrintJob,false
GET,/api/core/panels/my,modules/core/presentation/panels.controller.ts,43,getMyPanel,core,"RolesGuard",false,,svc,logger.log,false
POST,/api/core/panels/my,modules/core/presentation/panels.controller.ts,53,saveMyPanel,core,"RolesGuard",false,,svc,logger.log,false
GET,/api/core/panels/default,modules/core/presentation/panels.controller.ts,64,getDefaultPanel,core,"RolesGuard",false,,svc,logger.log,true
GET,/api/crm/activities,modules/crm/presentation/crm-activities.controller.ts,42,list,crm,"JwtAuthGuard",false,,svc,svc.list,true
GET,/api/crm/activities/today,modules/crm/presentation/crm-activities.controller.ts,60,today,crm,"JwtAuthGuard",false,,svc,svc.today,true
GET,/api/crm/activities/:id,modules/crm/presentation/crm-activities.controller.ts,68,getById,crm,"JwtAuthGuard",false,,svc,svc.getById,true
POST,/api/crm/activities,modules/crm/presentation/crm-activities.controller.ts,80,create,crm,"JwtAuthGuard|RolesGuard",false,...CRM_ROLES,svc,svc.create,true
PATCH,/api/crm/activities/:id/complete,modules/crm/presentation/crm-activities.controller.ts,94,complete,crm,"JwtAuthGuard|RolesGuard",false,...CRM_ROLES,svc,svc.complete,true
PATCH,/api/crm/activities/:id,modules/crm/presentation/crm-activities.controller.ts,110,update,crm,"JwtAuthGuard|RolesGuard",false,...CRM_ROLES,svc,svc.update,true
