table_sql,var_name,file,column_prop,column_type,sql_col,not_null,pk,fk_target
hr_ai_attendance,hrAiAttendance,hr-goals.ts,cameraId,varchar,camera_id,false,false,
hr_ai_attendance,hrAiAttendance,hr-goals.ts,location,varchar,location,false,false,
hr_ai_attendance,hrAiAttendance,hr-goals.ts,capturedAt,timestamp,captured_at,true,false,
hr_ai_attendance,hrAiAttendance,hr-goals.ts,faceConfidence,numeric,face_confidence,false,false,
hr_ai_attendance,hrAiAttendance,hr-goals.ts,snapshotUrl,varchar,snapshot_url,false,false,
hr_ai_attendance,hrAiAttendance,hr-goals.ts,createdAt,timestamp,created_at,true,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,id,integer,id,false,true,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,employeeId,integer,employee_id,true,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,title,varchar,title,true,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,description,text,description,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,targetDate,date,target_date,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,targetValue,numeric,target_value,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,currentValue,numeric,current_value,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,progressPct,numeric,progress_pct,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,status,varchar,status,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,createdBy,integer,created_by,false,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,createdAt,timestamp,created_at,true,false,
hr_employee_goals,hrEmployeeGoals,hr-goals.ts,updatedAt,timestamp,updated_at,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,id,uuid,id,false,true,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,userId,integer,user_id,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,arrivalAt,timestamp,arrival_at,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,expectedAt,timestamp,expected_at,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,minutesLate,integer,minutes_late,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,reason,text,reason,false,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,fineAmount,numeric,fine_amount,false,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,fineApproved,boolean,fine_approved,true,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,approvedByUserId,integer,approved_by_user_id,false,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,approvedAt,timestamp,approved_at,false,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,ccDocumentId,uuid,cc_document_id,false,false,
hr_late_arrivals,hrLateArrivals,hr-goals.ts,createdAt,timestamp,created_at,true,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,id,uuid,id,false,true,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,userId,integer,user_id,true,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,alertType,varchar,alert_type,true,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,severity,varchar,severity,true,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,aiConfidence,numeric,ai_confidence,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,details,jsonb,details,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,snapshotUrl,varchar,snapshot_url,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,capturedAt,timestamp,captured_at,true,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,reviewedByUserId,integer,reviewed_by_user_id,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,reviewedAt,timestamp,reviewed_at,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,actionTaken,text,action_taken,false,false,
hr_health_alerts,hrHealthAlerts,hr-goals.ts,createdAt,timestamp,created_at,true,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,userId,integer,user_id,true,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,blockedAt,timestamp,blocked_at,true,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,reason,varchar,reason,true,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,blockedByUserId,integer,blocked_by_user_id,false,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,unblockedAt,timestamp,unblocked_at,false,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,unblockedByUserId,integer,unblocked_by_user_id,false,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,unblockDalolatnoma,text,unblock_dalolatnoma,false,false,
hr_user_blocks,hrUserBlocks,hr-goals.ts,isActive,boolean,is_active,true,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,id,integer,id,false,true,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,employeeId,integer,employee_id,true,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,managerId,integer,manager_id,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,meetingDate,timestamp,meeting_date,true,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,topics,text,topics,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,actionItems,text,action_items,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,mood,smallint,mood,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,notes,text,notes,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,createdBy,integer,created_by,false,false,
hr_employee_one_on_ones,hrEmployeeOneOnOnes,hr-goals.ts,createdAt,timestamp,created_at,true,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,id,integer,id,false,true,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,employeeId,integer,employee_id,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,planId,integer,plan_id,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,adaptationProgramId,integer,adaptation_program_id,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,mentorId,integer,mentor_id,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,status,varchar,status,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,startDate,date,start_date,true,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,expectedEndDate,date,expected_end_date,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,actualEndDate,date,actual_end_date,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,currentMilestone,varchar,current_milestone,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,progressPercent,integer,progress_percent,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,weeklyEvaluations,jsonb,weekly_evaluations,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,checklist,jsonb,checklist,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,notes,text,notes,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,createdAt,timestamp,created_at,false,false,
hr_onboarding_processes,hrOnboardingProcesses,hr-goals.ts,updatedAt,timestamp,updated_at,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,id,integer,id,false,true,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,processId,integer,process_id,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,milestoneType,varchar,milestone_type,true,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,targetDate,date,target_date,true,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,actualDate,date,actual_date,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,evaluationScores,jsonb,evaluation_scores,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,evaluationAverage,numeric,evaluation_average,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,evaluatorId,integer,evaluator_id,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,status,varchar,status,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,feedback,text,feedback,false,false,
hr_onboarding_milestones,hrOnboardingMilestones,hr-goals.ts,createdAt,timestamp,created_at,false,false,
employee_balances,employeeBalances,hr-goals.ts,id,integer,id,false,true,
employee_balances,employeeBalances,hr-goals.ts,userId,integer,user_id,true,false,
employee_balances,employeeBalances,hr-goals.ts,materialId,integer,material_id,true,false,
employee_balances,employeeBalances,hr-goals.ts,issuedQuantity,numeric,issued_quantity,true,false,
employee_balances,employeeBalances,hr-goals.ts,returnedQuantity,numeric,returned_quantity,true,false,
employee_balances,employeeBalances,hr-goals.ts,currentBalance,numeric,current_balance,false,false,
employee_balances,employeeBalances,hr-goals.ts,totalValue,numeric,total_value,true,false,
employee_balances,employeeBalances,hr-goals.ts,status,varchar,status,true,false,
employee_balances,employeeBalances,hr-goals.ts,lastMovementAt,timestamp,last_movement_at,false,false,
employee_balances,employeeBalances,hr-goals.ts,createdAt,timestamp,created_at,true,false,
employee_balances,employeeBalances,hr-goals.ts,updatedAt,timestamp,updated_at,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,id,integer,id,false,true,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,employeeId,integer,employee_id,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,periodYear,integer,period_year,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,periodMonth,integer,period_month,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,daysPresent,integer,days_present,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,daysLate,integer,days_late,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,daysAbsent,integer,days_absent,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,bonusUzs,numeric,bonus_uzs,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,fineUzs,numeric,fine_uzs,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,kpiScore,numeric,kpi_score,false,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,abcCategory,varchar,abc_category,false,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,posBalance,numeric,pos_balance,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,netSalaryUzs,numeric,net_salary_uzs,true,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,summaryText,text,summary_text,false,false,
employee_monthly_cards,employeeMonthlyCards,hr-goals.ts,generatedAt,timestamp,generated_at,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,id,uuid,id,false,true,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,name,text,name,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,isActive,boolean,is_active,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,regularOvertimeHours,numeric,regular_overtime_hours,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,regularMultiplier,numeric,regular_multiplier,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,extendedMultiplier,numeric,extended_multiplier,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,weekendMultiplier,numeric,weekend_multiplier,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,nightShiftBonus,numeric,night_shift_bonus,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,nightShiftStartHour,integer,night_shift_start_hour,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,nightShiftEndHour,integer,night_shift_end_hour,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,effectiveFrom,timestamp,effective_from,true,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,createdBy,uuid,created_by,false,false,
overtime_policy,overtimePolicy,hr-overtime-schema.ts,createdAt,timestamp,created_at,false,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,id,uuid,id,false,true,
employee_separation,employeeSeparation,hr-overtime-schema.ts,employeeId,uuid,employee_id,true,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,separationDate,timestamp,separation_date,true,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,reason,text,reason,true,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,isRegretted,boolean,is_regretted,true,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,tenureMonths,integer,tenure_months,true,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,department,text,department,false,false,
employee_separation,employeeSeparation,hr-overtime-schema.ts,createdAt,timestamp,created_at,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,id,serial,id,false,true,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,employeeId,integer,employee_id,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,leaveType,text,leave_type,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,year,integer,year,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,totalDays,integer,total_days,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,usedDays,integer,used_days,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,remainingDays,integer,remaining_days,false,false,
hr_leave_balances,hrLeaveBalances,hr-overtime-schema.ts,updatedAt,timestamp,updated_at,false,false,
adaptation_feedback,adaptationFeedback,hr-performance-core.ts,id,serial,id,false,true,
adaptation_feedback,adaptationFeedback,hr-performance-core.ts,newEmployeeId,varchar,new_employee_id,true,false,newEmployees.id
adaptation_feedback,adaptationFeedback,hr-performance-core.ts,feedbackType,varchar,feedback_type,true,false,
adaptation_feedback,adaptationFeedback,hr-performance-core.ts,updatedAt,timestamp,updated_at,true,false,
employee_work_centers,employeeWorkCenters,hr-performance-core.ts,id,serial,id,false,true,
employee_work_centers,employeeWorkCenters,hr-performance-core.ts,userId,integer,user_id,true,false,users.id
employee_work_centers,employeeWorkCenters,hr-performance-core.ts,workCenterId,varchar,work_center_id,true,false,workCenters.id
employee_work_centers,employeeWorkCenters,hr-performance-core.ts,isPrimary,boolean,is_primary,true,false,
employee_face_encodings,employeeFaceEncodings,hr-performance-core.ts,id,serial,id,false,true,
employee_face_encodings,employeeFaceEncodings,hr-performance-core.ts,userId,integer,user_id,true,false,users.id
employee_face_encodings,employeeFaceEncodings,hr-performance-core.ts,encodingData,text,encoding_data,true,false,
employee_face_encodings,employeeFaceEncodings,hr-performance-core.ts,isActive,boolean,is_active,true,false,
employee_face_encodings,employeeFaceEncodings,hr-performance-core.ts,createdAt,timestamp,created_at,true,false,
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,id,serial,id,false,true,
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,cameraId,varchar,camera_id,false,false,cameras.id
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,zoneId,varchar,zone_id,false,false,cameraZones.id
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,employeeId,varchar,employee_id,false,false,users.id
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,confidence,numericMoney,confidence,false,false,
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,faceImageUrl,text,face_image_url,false,false,
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,metadata,jsonb,metadata,false,false,
face_recognition_logs,faceRecognitionLogs,hr-performance-ext.ts,flaggedAt,timestamp,flagged_at,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,id,serial,id,false,true,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,positionId,varchar,position_id,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,positionName,varchar,position_name,true,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,skillName,varchar,skill_name,true,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,skillCategory,varchar,skill_category,true,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,requiredLevel,integer,required_level,true,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,isMandatory,boolean,is_mandatory,true,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,courseId,varchar,course_id,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,certificationRequired,boolean,certification_required,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,certificationValidityMonths,integer,certification_validity_months,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,skillCode,varchar,skill_code,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,requirementType,varchar,requirement_type,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,minScore,integer,min_score,false,false,
position_skill_requirements,positionSkillRequirements,hr-performance-ext.ts,createdAt,timestamp,created_at,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,id,serial,id,false,true,
shift_requirements,shiftRequirements,hr-performance-ext.ts,shiftType,varchar,shift_type,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,department,varchar,department,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,requiredWorkers,integer,required_workers,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,requiredSkills,text,required_skills,false,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,machineId,varchar,machine_id,false,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,effectiveFrom,varchar,effective_from,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,effectiveTo,varchar,effective_to,false,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,isActive,boolean,is_active,true,false,
shift_requirements,shiftRequirements,hr-performance-ext.ts,createdAt,timestamp,created_at,true,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,id,serial,id,false,true,
shift_handovers,shiftHandovers,hr-performance-ext.ts,fromShiftId,varchar,from_shift_id,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,toShiftId,varchar,to_shift_id,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,handoverDate,varchar,handover_date,true,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,department,varchar,department,true,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,machineStatus,text,machine_status,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,pendingTasks,text,pending_tasks,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,qualityIssues,text,quality_issues,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,safetyNotes,text,safety_notes,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,materialStatus,text,material_status,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,handedOverBy,integer,handed_over_by,true,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,receivedBy,integer,received_by,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,signatureData,text,signature_data,false,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,status,varchar,status,true,false,
shift_handovers,shiftHandovers,hr-performance-ext.ts,createdAt,timestamp,created_at,true,false,
certificates,certificates,hr-questionnaire.ts,id,serial,id,false,true,
certificates,certificates,hr-questionnaire.ts,employeeId,integer,employee_id,true,false,employees.id
certificates,certificates,hr-questionnaire.ts,name,varchar,name,true,false,
certificates,certificates,hr-questionnaire.ts,issuedBy,varchar,issued_by,false,false,
certificates,certificates,hr-questionnaire.ts,issuedAt,timestamp,issued_at,false,false,
certificates,certificates,hr-questionnaire.ts,expiryDate,timestamp,expiry_date,false,false,
certificates,certificates,hr-questionnaire.ts,documentUrl,text,document_url,false,false,
certificates,certificates,hr-questionnaire.ts,certificateNumber,varchar,certificate_number,false,false,
certificates,certificates,hr-questionnaire.ts,createdAt,timestamp,created_at,true,false,
questionnaire_responses,questionnaireResponses,hr-questionnaire.ts,id,serial,id,false,true,
questionnaire_responses,questionnaireResponses,hr-questionnaire.ts,templateId,varchar,template_id,false,false,questionnaireTemplates.id
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,id,serial,id,false,true,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,candidateId,integer,candidate_id,true,false,candidates.id
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,vacancyId,integer,vacancy_id,false,false,vacancies.id
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,sourceDetails,text,source_details,false,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,updatedAt,timestamp,updated_at,true,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,stage,varchar,stage,false,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,notes,text,notes,false,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,movedAt,timestamp,moved_at,false,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,funnelId,integer,funnel_id,false,false,
hr_candidate_funnels,hrCandidateFunnels,hr-recruiter.ts,metadata,jsonb,metadata,false,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,id,serial,id,false,true,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,funnelId,integer,funnel_id,true,false,hrCandidateFunnels.id
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,fromStage,recruitmentFunnelStageEnum,from_stage,false,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,toStage,recruitmentFunnelStageEnum,to_stage,true,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,changedById,integer,changed_by_id,false,false,users.id
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,notes,text,notes,false,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,changedBy,varchar,changed_by,false,false,
hr_funnel_history,hrFunnelHistory,hr-recruiter.ts,candidateId,integer,candidate_id,false,false,
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,id,serial,id,false,true,
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,candidateId,integer,candidate_id,true,false,candidates.id
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,vacancyId,integer,vacancy_id,false,false,vacancies.id
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,funnelId,integer,funnel_id,false,false,hrCandidateFunnels.id
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,isValid,boolean,is_valid,true,false,
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,invalidReason,text,invalid_reason,false,false,
hr_tool_test_results,hrToolTestResults,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_productivity_interviews,hrProductivityInterviews,hr-recruiter.ts,id,serial,id,false,true,
hr_productivity_interviews,hrProductivityInterviews,hr-recruiter.ts,candidateId,integer,candidate_id,true,false,candidates.id
hr_productivity_interviews,hrProductivityInterviews,hr-recruiter.ts,funnelId,integer,funnel_id,false,false,hrCandidateFunnels.id
hr_productivity_interviews,hrProductivityInterviews,hr-recruiter.ts,interviewerId,integer,interviewer_id,false,false,users.id
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,id,serial,id,false,true,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,name,varchar,name,true,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,nameRu,varchar,name_ru,false,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,positionId,integer,position_id,false,false,positions.id
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,departmentId,integer,department_id,false,false,departments.id
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,isActive,boolean,is_active,true,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,createdById,integer,created_by_id,false,false,users.id
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,updatedAt,timestamp,updated_at,true,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,tasks,jsonb,tasks,false,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,durationDays,integer,duration_days,false,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,orgDepartmentId,integer,org_department_id,false,false,
hr_onboarding_plans,hrOnboardingPlans,hr-recruiter.ts,orgFunctionId,integer,org_function_id,false,false,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,id,serial,id,false,true,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,employeeId,integer,employee_id,true,false,users.id
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,planId,integer,plan_id,true,false,hrOnboardingPlans.id
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,mentorId,integer,mentor_id,false,false,users.id
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,expectedEndDate,timestamp,expected_end_date,false,false,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,actualEndDate,timestamp,actual_end_date,false,false,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,isProbationPassed,boolean,is_probation_passed,false,false,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_employee_onboardings,hrEmployeeOnboardings,hr-recruiter.ts,updatedAt,timestamp,updated_at,true,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,id,serial,id,false,true,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,positionId,integer,position_id,true,false,positions.id
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,version,integer,version,true,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,isCurrentVersion,boolean,is_current_version,true,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,approvedById,integer,approved_by_id,false,false,users.id
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,approvedAt,timestamp,approved_at,false,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,createdById,integer,created_by_id,false,false,users.id
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,createdAt,timestamp,created_at,true,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,updatedAt,timestamp,updated_at,true,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,isActive,boolean,is_active,false,false,
hr_job_descriptions,hrJobDescriptions,hr-recruiter.ts,orgFunctionId,integer,org_function_id,false,false,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,id,serial,id,false,true,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,recruiterId,integer,recruiter_id,true,false,users.id
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,weekStart,timestamp,week_start,true,false,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,questionnairesSent,integer,questionnaires_sent,true,false,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,phoneScreeningsDone,integer,phone_screenings_done,true,false,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,testsSent,integer,tests_sent,true,false,
hr_weekly_statistics,hrWeeklyStatistics,hr-recruiter.ts,interviewsScheduled,integer,interviews_scheduled,true,false,
